income,sex,race,age,hs_week
<=50K,Male,White,30,38
<=50K,Male,White,45,50
>50K,Male,White,32,50
<=50K,Male,White,35,48
>50K,Female,White,62,39
<=50K,Male,White,56,40
<=50K,Male,White,50,40
<=50K,Male,White,25,40
<=50K,Male,Black,41,33
<=50K,Female,White,35,27
>50K,Male,White,33,41
>50K,Female,White,38,40
<=50K,Male,White,37,40
>50K,Male,White,56,40
<=50K,Male,White,19,32
<=50K,Female,White,31,40
>50K,Male,Other,53,40
<=50K,Male,White,33,35
<=50K,Male,Black,72,40
>50K,Male,White,54,50
<=50K,Female,White,30,40
>50K,Male,White,51,40
>50K,Male,White,30,50
<=50K,Male,White,30,50
<=50K,Male,Black,32,16
>50K,Male,White,30,50
<=50K,Male,White,35,40
>50K,Female,White,40,44
<=50K,Female,White,38,40
<=50K,Female,White,19,30
<=50K,Male,White,32,44
<=50K,Female,White,49,40
<=50K,Male,White,76,10
<=50K,Male,White,60,35
<=50K,Male,White,60,40
>50K,Male,White,55,80
<=50K,Female,White,41,30
<=50K,Male,White,24,40
>50K,Male,White,53,60
<=50K,Female,White,69,38
<=50K,Male,White,71,30
>50K,Female,White,41,40
<=50K,Female,White,32,40
<=50K,Male,White,45,40
<=50K,Male,White,59,40
<=50K,Female,White,31,35
<=50K,Female,White,40,37
>50K,Male,White,44,40
<=50K,Female,White,63,60
>50K,Male,White,31,56
<=50K,Male,White,51,20
<=50K,Male,Asian-Pac-Islander,51,40
<=50K,Male,White,23,40
<=50K,Male,White,49,48
<=50K,Male,White,56,45
>50K,Male,White,39,40
>50K,Male,White,39,50
<=50K,Female,White,30,40
<=50K,Male,White,43,50
<=50K,Male,White,31,50
<=50K,Male,White,44,35
>50K,Male,White,43,30
>50K,Male,White,37,72
>50K,Male,White,41,46
>50K,Male,White,43,40
>50K,Male,White,47,40
>50K,Male,White,38,45
<=50K,Male,White,46,40
<=50K,Female,White,19,40
<=50K,Male,White,19,50
>50K,Male,White,24,45
<=50K,Male,White,39,65
<=50K,Female,White,37,30
<=50K,Female,Black,28,40
<=50K,Male,White,40,40
<=50K,Female,White,27,40
<=50K,Female,White,22,40
<=50K,Male,White,21,12
<=50K,Female,White,32,40
<=50K,Male,White,20,40
>50K,Male,White,45,48
>50K,Male,White,46,40
<=50K,Female,White,46,45
<=50K,Male,White,26,44
<=50K,Male,White,47,60
<=50K,Female,White,22,10
<=50K,Male,White,34,60
<=50K,Male,White,49,40
<=50K,Male,White,20,25
<=50K,Male,White,28,45
<=50K,Male,Black,30,40
<=50K,Male,White,23,40
<=50K,Male,White,20,40
<=50K,Male,White,31,55
<=50K,Male,White,46,40
<=50K,Female,White,42,40
<=50K,Male,White,60,40
<=50K,Male,White,30,50
<=50K,Male,White,27,48
<=50K,Female,White,20,32
>50K,Male,White,56,40
>50K,Male,White,41,60
<=50K,Male,White,61,40
>50K,Female,Black,47,40
<=50K,Male,White,60,37
<=50K,Male,White,33,50
<=50K,Female,White,40,25
>50K,Male,White,48,45
>50K,Male,White,56,40
>50K,Male,White,50,55
>50K,Male,White,57,40
<=50K,Female,Other,20,40
<=50K,Female,White,46,36
<=50K,Female,White,21,40
<=50K,Male,White,37,40
<=50K,Male,White,42,40
<=50K,Female,White,20,30
>50K,Male,White,54,50
<=50K,Female,White,32,22
<=50K,Female,White,62,1
>50K,Male,White,50,40
<=50K,Female,Black,49,40
<=50K,Male,White,48,50
<=50K,Female,Black,24,40
>50K,Male,Asian-Pac-Islander,46,40
<=50K,Female,White,42,40
<=50K,Male,White,52,40
<=50K,Female,Black,58,40
<=50K,Female,Amer-Indian-Eskimo,37,40
<=50K,Male,White,34,40
<=50K,Male,White,26,40
<=50K,Female,White,18,20
<=50K,Male,Black,33,40
<=50K,Female,White,41,15
<=50K,Female,White,21,20
<=50K,Female,White,23,40
<=50K,Female,White,26,40
<=50K,Female,White,33,40
<=50K,Female,White,24,45
<=50K,Male,Asian-Pac-Islander,43,42
<=50K,Female,White,52,40
<=50K,Female,Black,27,40
<=50K,Female,White,61,40
<=50K,Male,White,35,40
>50K,Male,White,35,40
>50K,Male,White,45,55
>50K,Male,White,43,40
>50K,Male,White,51,40
<=50K,Male,White,35,40
>50K,Male,White,47,45
<=50K,Male,White,22,40
>50K,Male,White,49,60
<=50K,Male,White,20,20
<=50K,Female,White,19,40
<=50K,Male,White,27,40
<=50K,Female,White,42,45
<=50K,Male,White,27,40
<=50K,Male,White,23,35
<=50K,Female,White,20,10
<=50K,Male,White,47,50
<=50K,Male,Black,17,18
<=50K,Male,White,76,1
<=50K,Female,White,39,40
<=50K,Male,White,25,40
<=50K,Female,Black,31,43
<=50K,Male,Black,44,20
>50K,Male,White,53,40
<=50K,Male,White,34,45
<=50K,Male,White,45,60
<=50K,Male,White,34,45
>50K,Male,White,35,40
<=50K,Male,White,36,48
<=50K,Female,White,45,45
<=50K,Male,White,37,60
>50K,Male,White,53,40
>50K,Female,White,35,50
<=50K,Male,White,38,70
<=50K,Male,White,65,40
<=50K,Male,White,49,70
<=50K,Male,White,24,40
<=50K,Male,White,54,40
<=50K,Female,White,17,12
<=50K,Male,White,19,16
<=50K,Female,White,60,40
>50K,Male,White,46,35
<=50K,Female,White,78,15
<=50K,Female,Black,26,40
<=50K,Male,White,58,38
<=50K,Male,White,37,55
>50K,Male,White,41,38
<=50K,Male,White,30,40
<=50K,Female,White,19,30
>50K,Male,White,48,60
<=50K,Female,White,22,24
<=50K,Male,White,50,60
<=50K,Female,White,25,40
<=50K,Male,White,18,6
<=50K,Male,White,21,40
<=50K,Male,White,47,50
<=50K,Female,Amer-Indian-Eskimo,33,36
<=50K,Male,White,39,40
>50K,Male,White,67,8
<=50K,Male,White,19,24
<=50K,Male,White,18,11
<=50K,Male,Black,36,40
<=50K,Male,White,23,25
<=50K,Female,White,25,20
<=50K,Male,White,40,40
<=50K,Male,White,73,40
<=50K,Male,White,35,40
>50K,Male,White,31,40
<=50K,Male,White,20,40
<=50K,Female,White,20,40
<=50K,Male,White,27,40
<=50K,Male,White,66,30
<=50K,Male,White,66,50
<=50K,Female,White,64,35
<=50K,Male,White,48,53
<=50K,Female,White,24,40
<=50K,Male,White,51,60
>50K,Male,White,25,60
<=50K,Female,White,33,20
<=50K,Male,White,50,50
<=50K,Male,Black,51,50
>50K,Male,White,34,38
<=50K,Female,Black,41,40
<=50K,Male,White,30,40
<=50K,Male,White,59,40
>50K,Male,White,41,40
>50K,Male,White,36,45
<=50K,Male,White,37,85
<=50K,Male,Amer-Indian-Eskimo,28,30
<=50K,Male,White,19,40
<=50K,Male,White,28,45
<=50K,Male,Black,62,40
>50K,Male,White,36,45
<=50K,Male,White,58,40
<=50K,Male,White,42,50
<=50K,Male,White,43,40
<=50K,Male,White,29,40
<=50K,Male,White,32,50
<=50K,Male,White,64,40
>50K,Female,White,39,20
<=50K,Female,Black,26,20
<=50K,Male,White,19,30
<=50K,Female,White,21,45
<=50K,Female,White,32,40
<=50K,Male,White,30,45
<=50K,Female,White,26,50
<=50K,Female,Asian-Pac-Islander,20,15
<=50K,Male,White,19,30
>50K,Male,White,33,42
<=50K,Male,White,23,40
<=50K,Male,White,29,45
<=50K,Female,White,42,40
<=50K,Male,White,30,50
<=50K,Female,Asian-Pac-Islander,63,20
<=50K,Male,White,34,40
<=50K,Male,White,60,24
<=50K,Male,White,48,50
<=50K,Male,White,25,50
<=50K,Female,Black,27,40
>50K,Male,White,55,55
<=50K,Female,Black,32,40
<=50K,Male,White,22,25
<=50K,Male,White,25,50
<=50K,Female,White,18,16
<=50K,Female,White,24,44
<=50K,Female,White,29,40
<=50K,Male,White,73,3
>50K,Male,White,39,40
<=50K,Male,White,33,40
>50K,Female,White,57,40
<=50K,Female,White,22,40
<=50K,Female,White,33,20
<=50K,Male,White,33,60
<=50K,Male,White,42,40
<=50K,Male,White,43,45
>50K,Male,White,57,38
<=50K,Male,White,42,40
<=50K,Male,White,22,30
<=50K,Female,White,21,35
>50K,Male,White,42,50
<=50K,Male,White,39,55
>50K,Female,White,41,32
<=50K,Male,Black,20,40
<=50K,Male,White,47,40
<=50K,Female,White,44,40
<=50K,Female,Black,29,40
>50K,Female,White,52,16
>50K,Male,White,71,35
<=50K,Male,White,52,55
<=50K,Male,White,36,40
>50K,Male,White,53,48
>50K,Female,White,37,30
<=50K,Male,White,26,40
>50K,Male,White,34,55
>50K,Male,White,35,50
<=50K,Female,White,20,40
<=50K,Male,White,34,40
<=50K,Male,White,56,60
>50K,Female,White,39,36
<=50K,Female,White,24,20
<=50K,Female,White,24,35
<=50K,Male,White,23,50
<=50K,Male,White,27,45
<=50K,Female,White,25,40
<=50K,Female,White,29,40
>50K,Female,White,42,37
<=50K,Male,White,51,40
<=50K,Male,White,31,40
<=50K,Male,White,59,40
<=50K,Female,White,29,40
<=50K,Female,White,18,20
<=50K,Female,White,24,36
<=50K,Male,White,38,40
<=50K,Female,Black,36,28
<=50K,Male,White,34,50
>50K,Male,White,42,70
<=50K,Male,Black,45,35
<=50K,Male,White,21,40
>50K,Male,White,64,60
<=50K,Male,Black,32,40
>50K,Male,White,45,40
<=50K,Male,Asian-Pac-Islander,53,40
<=50K,Male,White,42,16
<=50K,Female,White,32,40
<=50K,Male,White,49,40
<=50K,Male,White,62,24
<=50K,Male,White,28,45
>50K,Male,White,29,50
<=50K,Male,White,32,35
>50K,Male,White,37,50
>50K,Male,Asian-Pac-Islander,38,50
<=50K,Male,White,44,25
<=50K,Male,White,19,40
<=50K,Male,White,22,40
<=50K,Female,White,24,40
>50K,Male,White,58,50
<=50K,Female,White,56,40
<=50K,Female,White,37,40
<=50K,Male,White,43,40
<=50K,Male,White,32,40
<=50K,Female,Black,34,40
<=50K,Female,White,44,50
<=50K,Male,White,28,40
<=50K,Female,White,35,35
<=50K,Male,White,38,40
<=50K,Female,White,26,40
<=50K,Male,White,20,60
>50K,Male,White,24,60
<=50K,Male,White,40,45
<=50K,Male,White,23,40
<=50K,Male,White,79,7
<=50K,Female,Other,44,42
>50K,Female,White,51,50
<=50K,Male,White,30,40
>50K,Male,White,52,48
>50K,Male,White,41,40
<=50K,Male,Asian-Pac-Islander,33,40
>50K,Male,White,50,45
>50K,Male,White,51,40
<=50K,Male,White,41,40
>50K,Female,White,35,30
>50K,Male,White,34,40
<=50K,Male,White,28,45
<=50K,Male,White,31,40
<=50K,Male,White,22,40
<=50K,Female,White,67,15
>50K,Male,White,65,40
>50K,Male,White,39,50
<=50K,Male,White,23,40
<=50K,Male,White,29,50
>50K,Male,White,57,60
<=50K,Female,White,47,35
<=50K,Male,Black,51,60
<=50K,Male,Black,34,40
>50K,Male,White,52,60
>50K,Male,White,29,40
<=50K,Male,White,29,40
<=50K,Male,White,25,40
<=50K,Female,White,21,40
<=50K,Female,White,38,40
>50K,Male,White,55,50
<=50K,Female,White,61,30
>50K,Female,Asian-Pac-Islander,34,60
<=50K,Male,White,41,40
<=50K,Male,White,27,43
>50K,Male,White,78,20
>50K,Male,White,40,40
<=50K,Male,White,26,75
<=50K,Male,Asian-Pac-Islander,43,60
<=50K,Female,White,55,20
<=50K,Male,White,25,40
<=50K,Female,White,26,48
>50K,Male,White,43,68
<=50K,Male,White,25,40
<=50K,Female,Black,22,30
>50K,Male,White,52,55
<=50K,Female,White,61,5
<=50K,Male,White,42,40
<=50K,Female,White,21,40
<=50K,Male,Amer-Indian-Eskimo,44,40
<=50K,Male,White,65,40
<=50K,Male,White,56,10
<=50K,Male,White,33,40
<=50K,Female,White,22,40
<=50K,Female,White,43,24
<=50K,Male,White,45,42
<=50K,Female,White,42,42
<=50K,Male,Other,37,40
<=50K,Male,White,56,40
<=50K,Female,White,35,16
<=50K,Female,Black,40,32
<=50K,Male,White,31,55
<=50K,Male,White,26,40
<=50K,Male,White,26,40
<=50K,Male,White,42,70
<=50K,Male,Asian-Pac-Islander,45,40
>50K,Male,Black,47,50
<=50K,Male,White,22,40
<=50K,Male,White,33,40
<=50K,Male,Black,37,50
<=50K,Male,White,48,98
<=50K,Male,White,57,8
<=50K,Female,White,47,60
<=50K,Male,White,58,40
<=50K,Female,White,55,40
<=50K,Male,White,52,55
<=50K,Male,White,29,40
<=50K,Female,White,42,40
<=50K,Male,White,23,60
<=50K,Female,White,23,30
<=50K,Male,White,46,60
<=50K,Male,White,30,40
>50K,Female,White,43,70
<=50K,Female,White,25,30
>50K,Male,White,32,80
<=50K,Male,Black,56,40
<=50K,Male,White,33,43
<=50K,Male,White,19,10
<=50K,Female,White,20,18
<=50K,Male,White,34,40
<=50K,Female,White,34,40
<=50K,Male,White,55,40
<=50K,Female,White,55,23
<=50K,Male,White,31,45
<=50K,Female,White,30,40
<=50K,Male,White,31,40
<=50K,Male,White,51,40
<=50K,Male,White,59,40
<=50K,Female,Black,58,36
<=50K,Male,White,40,40
<=50K,Male,Black,54,40
>50K,Male,White,25,40
<=50K,Male,White,18,30
<=50K,Male,White,41,40
<=50K,Female,White,57,40
>50K,Male,White,37,40
<=50K,Female,White,46,24
<=50K,Female,White,39,38
<=50K,Female,White,19,40
<=50K,Male,White,41,40
<=50K,Male,White,54,41
>50K,Male,White,39,40
>50K,Male,White,41,40
<=50K,Female,White,26,30
<=50K,Male,White,57,50
>50K,Male,White,33,40
>50K,Male,White,56,40
<=50K,Male,White,60,40
<=50K,Male,White,22,70
<=50K,Male,White,58,40
>50K,Female,White,48,50
>50K,Male,White,45,55
<=50K,Female,Asian-Pac-Islander,18,40
<=50K,Female,White,56,40
>50K,Male,White,48,60
<=50K,Female,Asian-Pac-Islander,40,48
<=50K,Male,White,38,32
<=50K,Female,White,58,40
<=50K,Male,White,23,50
<=50K,Male,White,63,40
<=50K,Male,White,51,45
<=50K,Female,Other,22,40
<=50K,Male,White,44,70
<=50K,Male,White,46,40
<=50K,Male,White,64,40
>50K,Male,Black,32,40
<=50K,Male,White,31,40
>50K,Male,White,36,50
<=50K,Female,White,21,50
<=50K,Male,White,30,40
<=50K,Female,Black,31,40
<=50K,Male,White,54,50
<=50K,Male,White,59,40
>50K,Female,White,28,20
<=50K,Female,White,57,40
<=50K,Male,White,44,45
<=50K,Male,White,53,60
>50K,Male,White,58,60
<=50K,Female,White,19,20
>50K,Male,White,39,50
<=50K,Female,Asian-Pac-Islander,31,70
<=50K,Male,White,27,40
<=50K,Female,Black,46,40
<=50K,Male,White,37,40
<=50K,Female,Black,27,40
<=50K,Male,White,33,55
<=50K,Male,White,20,16
<=50K,Male,White,55,45
<=50K,Female,White,39,40
<=50K,Female,White,41,40
<=50K,Female,White,30,40
<=50K,Male,White,39,40
<=50K,Female,White,28,50
<=50K,Male,White,25,24
<=50K,Male,White,31,50
<=50K,Male,White,51,60
<=50K,Male,White,24,40
<=50K,Female,White,70,32
<=50K,Male,White,23,40
<=50K,Female,White,61,40
>50K,Male,White,45,55
<=50K,Male,White,47,60
<=50K,Female,White,56,50
>50K,Male,White,79,35
<=50K,Female,White,20,15
<=50K,Male,Asian-Pac-Islander,30,40
<=50K,Male,White,27,25
>50K,Male,White,40,40
<=50K,Male,White,60,5
>50K,Male,White,58,40
<=50K,Male,White,71,2
>50K,Male,White,50,60
<=50K,Male,White,29,40
<=50K,Female,White,33,35
>50K,Male,Amer-Indian-Eskimo,60,40
<=50K,Male,White,33,50
>50K,Female,White,43,35
<=50K,Male,Black,33,40
<=50K,Female,White,33,52
<=50K,Male,White,32,45
<=50K,Female,White,21,9
<=50K,Female,White,38,40
>50K,Female,White,38,35
<=50K,Female,Black,39,30
<=50K,Female,White,17,15
<=50K,Male,White,21,40
>50K,Male,White,42,20
>50K,Female,White,42,40
<=50K,Female,White,36,40
>50K,Female,White,32,50
>50K,Male,White,37,40
<=50K,Male,White,28,40
<=50K,Male,White,37,40
<=50K,Female,Other,50,60
<=50K,Male,White,49,40
>50K,Male,White,40,40
<=50K,Male,White,40,40
<=50K,Male,White,49,40
>50K,Male,White,35,40
<=50K,Male,White,33,40
<=50K,Male,White,24,40
<=50K,Female,White,41,40
>50K,Male,Black,43,40
>50K,Male,White,36,60
<=50K,Male,White,84,20
<=50K,Male,White,23,40
>50K,Male,White,41,50
>50K,Male,White,55,45
<=50K,Male,White,30,45
<=50K,Male,Asian-Pac-Islander,46,40
>50K,Male,White,55,40
<=50K,Male,White,34,40
<=50K,Male,White,54,60
<=50K,Male,Black,27,40
>50K,Female,White,52,40
>50K,Female,Black,36,40
<=50K,Male,White,25,40
>50K,Male,White,52,55
<=50K,Female,Amer-Indian-Eskimo,24,50
<=50K,Female,Black,36,40
<=50K,Male,White,31,40
<=50K,Male,White,66,20
<=50K,Male,White,90,50
>50K,Male,White,67,60
<=50K,Male,White,22,40
<=50K,Female,White,47,35
>50K,Male,White,32,55
<=50K,Male,White,55,50
<=50K,Female,White,32,35
<=50K,Female,Black,48,40
<=50K,Male,Other,21,35
<=50K,Female,White,33,40
<=50K,Female,White,27,48
<=50K,Female,White,47,40
<=50K,Female,White,18,24
>50K,Male,White,44,60
<=50K,Male,White,23,37
<=50K,Female,White,18,35
<=50K,Male,White,56,50
<=50K,Male,White,24,35
>50K,Male,White,43,40
<=50K,Female,White,23,60
<=50K,Male,White,26,42
<=50K,Male,White,42,40
<=50K,Female,White,23,40
<=50K,Male,White,53,40
>50K,Male,White,51,55
<=50K,Male,White,40,25
<=50K,Male,White,27,50
<=50K,Male,White,24,60
<=50K,Female,White,42,40
<=50K,Female,White,41,40
<=50K,Male,White,23,10
<=50K,Male,White,42,65
>50K,Male,White,38,40
<=50K,Male,White,63,30
<=50K,Male,White,31,40
<=50K,Female,White,18,4
<=50K,Male,White,21,30
<=50K,Female,Asian-Pac-Islander,24,40
<=50K,Male,White,55,40
<=50K,Female,Black,20,20
<=50K,Female,White,31,30
<=50K,Female,White,23,20
<=50K,Male,White,35,40
<=50K,Male,White,51,60
<=50K,Female,White,19,30
<=50K,Male,White,38,56
<=50K,Male,White,52,40
<=50K,Male,White,70,25
<=50K,Male,White,53,40
>50K,Male,White,59,40
<=50K,Male,White,39,43
<=50K,Female,White,18,20
<=50K,Female,White,41,30
<=50K,Male,White,19,10
<=50K,Female,White,24,40
<=50K,Female,White,25,38
<=50K,Male,Black,32,40
>50K,Male,White,34,60
<=50K,Female,White,35,40
>50K,Male,White,50,45
<=50K,Male,White,18,20
<=50K,Male,White,37,42
<=50K,Female,White,30,36
>50K,Female,White,40,30
<=50K,Female,White,22,40
<=50K,Female,Black,50,28
<=50K,Female,White,70,23
>50K,Male,White,43,40
<=50K,Male,White,77,40
<=50K,Male,White,30,40
<=50K,Male,White,33,39
>50K,Male,White,51,50
>50K,Male,White,58,50
<=50K,Male,White,22,12
<=50K,Male,Black,33,40
<=50K,Male,White,27,40
<=50K,Male,White,35,60
<=50K,Female,White,32,55
>50K,Female,White,41,25
<=50K,Male,White,37,40
<=50K,Male,White,17,15
>50K,Male,White,50,55
<=50K,Male,Asian-Pac-Islander,31,40
<=50K,Female,White,54,38
<=50K,Male,Black,23,40
<=50K,Female,White,40,20
<=50K,Male,White,29,40
<=50K,Male,White,38,35
<=50K,Male,White,30,55
<=50K,Male,Asian-Pac-Islander,20,8
<=50K,Male,White,43,50
<=50K,Male,White,25,25
>50K,Male,White,39,50
>50K,Male,White,48,50
<=50K,Female,White,41,40
<=50K,Male,White,24,30
<=50K,Male,White,20,40
<=50K,Female,White,25,40
>50K,Male,White,57,40
>50K,Female,White,39,35
>50K,Male,White,66,40
<=50K,Female,White,34,40
>50K,Male,White,36,40
<=50K,Female,White,46,40
<=50K,Female,White,42,45
>50K,Male,White,46,70
<=50K,Male,White,34,40
<=50K,Female,Black,43,40
<=50K,Female,White,42,40
<=50K,Male,White,31,48
<=50K,Male,White,70,30
<=50K,Male,White,32,40
>50K,Male,White,46,40
<=50K,Male,White,42,25
<=50K,Male,White,21,40
<=50K,Female,White,24,40
<=50K,Male,White,23,55
>50K,Male,White,50,40
<=50K,Female,White,37,45
<=50K,Female,White,19,30
>50K,Male,White,44,40
<=50K,Male,Black,29,40
<=50K,Female,White,30,24
<=50K,Male,White,36,44
<=50K,Male,White,49,45
<=50K,Male,White,29,40
<=50K,Female,Black,45,40
>50K,Male,Black,75,20
<=50K,Female,White,42,40
<=50K,Female,White,37,40
<=50K,Male,White,51,25
<=50K,Male,White,61,48
<=50K,Female,White,33,55
<=50K,Male,Black,50,40
<=50K,Male,White,59,40
<=50K,Female,White,25,30
<=50K,Male,White,22,16
>50K,Male,White,56,40
<=50K,Female,Black,44,40
<=50K,Male,White,35,50
<=50K,Male,White,57,40
>50K,Male,White,47,50
<=50K,Female,White,27,40
<=50K,Male,White,50,20
<=50K,Male,Black,30,40
<=50K,Male,Black,46,40
>50K,Male,White,48,60
>50K,Male,White,61,40
<=50K,Male,White,33,87
<=50K,Male,Black,40,40
>50K,Male,White,58,65
>50K,Male,White,46,50
>50K,Male,White,35,40
<=50K,Female,White,51,50
<=50K,Female,White,37,40
<=50K,Male,Asian-Pac-Islander,64,60
<=50K,Male,White,41,54
<=50K,Male,White,18,30
<=50K,Male,White,44,88
>50K,Female,Amer-Indian-Eskimo,41,48
>50K,Male,White,33,40
<=50K,Female,White,37,16
<=50K,Female,White,34,40
<=50K,Female,White,24,40
<=50K,Male,White,20,40
<=50K,Male,White,38,40
<=50K,Female,White,28,40
<=50K,Male,White,20,45
<=50K,Male,White,22,8
<=50K,Female,White,55,73
<=50K,Male,White,20,35
<=50K,Female,White,26,40
<=50K,Male,White,20,70
<=50K,Female,White,40,40
>50K,Male,White,33,50
<=50K,Male,White,54,50
<=50K,Female,White,24,40
<=50K,Male,White,25,46
<=50K,Male,White,18,8
<=50K,Male,White,49,60
<=50K,Male,White,17,17
<=50K,Male,White,34,45
>50K,Male,White,37,45
>50K,Male,White,49,40
>50K,Female,White,74,40
<=50K,Male,White,37,40
<=50K,Male,White,20,40
>50K,Female,White,40,35
>50K,Male,White,34,40
<=50K,Male,Black,30,40
<=50K,Female,White,44,40
<=50K,Female,Black,40,32
<=50K,Female,White,58,40
<=50K,Male,White,44,40
>50K,Male,White,42,25
<=50K,Male,White,39,18
<=50K,Male,Black,19,40
>50K,Male,White,41,70
<=50K,Male,White,29,40
<=50K,Male,White,34,40
<=50K,Male,White,38,15
<=50K,Male,White,27,24
<=50K,Female,White,54,48
<=50K,Female,Black,40,37
<=50K,Female,White,19,25
<=50K,Male,White,17,10
<=50K,Male,White,33,52
<=50K,Female,White,80,24
<=50K,Male,White,24,50
<=50K,Male,White,28,40
>50K,Female,White,55,30
<=50K,Male,White,21,40
<=50K,Female,White,51,38
<=50K,Female,Black,19,40
<=50K,Female,White,42,24
<=50K,Male,White,60,48
<=50K,Female,Black,20,40
<=50K,Female,White,51,40
<=50K,Female,White,21,40
<=50K,Male,White,37,40
<=50K,Male,White,26,52
>50K,Female,White,42,60
<=50K,Male,White,40,40
>50K,Male,White,55,40
<=50K,Male,Black,33,32
>50K,Male,White,62,60
<=50K,Female,White,47,30
<=50K,Male,Black,26,51
<=50K,Female,White,59,20
<=50K,Female,White,70,17
<=50K,Female,White,26,20
<=50K,Male,White,47,65
<=50K,Female,White,25,43
>50K,Male,White,52,60
<=50K,Male,White,46,40
<=50K,Male,Amer-Indian-Eskimo,67,20
>50K,Male,White,34,50
<=50K,Female,White,53,40
<=50K,Female,White,22,35
<=50K,Male,White,39,42
<=50K,Male,White,54,35
<=50K,Male,White,24,40
<=50K,Female,White,37,38
>50K,Male,White,38,90
<=50K,Female,Black,41,40
<=50K,Male,White,36,33
>50K,Male,White,43,40
<=50K,Male,White,39,40
<=50K,Male,White,26,45
<=50K,Female,White,49,40
>50K,Male,White,37,55
>50K,Male,White,43,50
>50K,Male,White,54,40
>50K,Male,White,53,40
<=50K,Male,White,57,60
>50K,Male,White,28,40
<=50K,Male,White,29,40
<=50K,Male,White,21,40
<=50K,Male,White,51,40
<=50K,Male,White,46,40
>50K,Male,White,50,75
<=50K,Female,Asian-Pac-Islander,50,48
<=50K,Female,White,36,40
<=50K,Male,White,31,40
<=50K,Female,White,20,10
<=50K,Male,White,36,40
<=50K,Male,White,38,40
>50K,Male,White,37,45
>50K,Male,White,39,40
<=50K,Male,White,18,36
<=50K,Male,White,33,50
<=50K,Female,White,35,40
<=50K,Male,Amer-Indian-Eskimo,23,40
<=50K,Female,Asian-Pac-Islander,37,36
<=50K,Male,White,25,30
<=50K,Male,Black,51,40
<=50K,Male,White,35,40
<=50K,Male,White,54,40
<=50K,Male,White,66,30
<=50K,Female,Black,32,13
>50K,Male,White,37,55
>50K,Male,White,29,40
<=50K,Male,White,45,37
<=50K,Male,White,61,40
<=50K,Female,White,40,40
<=50K,Female,White,24,49
<=50K,Male,Other,49,38
>50K,Male,White,51,50
<=50K,Male,White,34,40
<=50K,Female,White,28,40
<=50K,Male,White,20,40
<=50K,Female,Black,30,37
>50K,Male,White,49,80
<=50K,Male,White,26,40
<=50K,Male,White,63,45
<=50K,Male,White,36,55
>50K,Male,White,63,40
<=50K,Female,White,22,10
>50K,Male,White,40,40
<=50K,Female,White,31,35
<=50K,Male,White,49,50
>50K,Male,White,35,55
<=50K,Female,White,23,20
>50K,Male,White,25,40
<=50K,Male,White,34,40
>50K,Male,White,28,45
<=50K,Male,White,44,35
<=50K,Male,White,33,40
<=50K,Male,White,21,45
<=50K,Male,Black,55,40
<=50K,Female,White,17,8
<=50K,Male,White,75,15
<=50K,Female,Black,61,40
<=50K,Female,White,53,40
>50K,Male,White,26,45
>50K,Male,White,48,50
>50K,Male,White,28,50
<=50K,Female,Asian-Pac-Islander,30,50
<=50K,Male,White,29,45
<=50K,Female,White,25,40
